name,address,latitude,longitude,price,google_maps_url,types
Planet Fitness,"226 Harvard Ave, Boston, MA 02134, USA",42.3493323,-71.12974,$25,https://maps.google.com/?cid=4456973862965721418&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, sports_activity_location, health, point_of_interest, establishment"
Wave Health & Fitness,"1 Seaport Ln, Boston, MA 02210, USA",42.3493049,-71.0414908,$150,https://maps.google.com/?cid=5869134244625682498&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, sports_activity_location, health, point_of_interest, establishment"
[solidcore] Seaport,"399 Congress St Suite 2, Boston, MA 02210, USA",42.3490216,-71.0445974,$288,https://maps.google.com/?cid=184449878937209038&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, fitness_center, sports_complex, sports_school, health, sports_activity_location, point_of_interest, service, establishment"
Healthworks Fitness Back Bay,"441 Stuart St, Boston, MA 02116, USA",42.3486374,-71.0758921,N/A,https://maps.google.com/?cid=9443246199969010112&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, health, sports_activity_location, point_of_interest, establishment"
Wang YMCA of Chinatown,"8 Oak St W, Boston, MA 02116, USA",42.3486208,-71.0648842,community center,https://maps.google.com/?cid=13682261413828842768&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"non_profit_organization, fitness_center, childrens_camp, gym, swimming_pool, child_care_agency, association_or_organization, sports_activity_location, point_of_interest, service, health, establishment"
SLT Back Bay,"341 Newbury St, Boston, MA 02115, USA",42.3485144,-71.0868779,$256,https://maps.google.com/?cid=2758109770134717614&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, sports_complex, sports_school, health, sports_activity_location, point_of_interest, service, establishment"
Crunch Fitness - Allston,"15 Gorham St, Allston, MA 02134, USA",42.3484217,-71.1327984,$30,https://maps.google.com/?cid=1916355287452191453&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, sports_activity_location, health, point_of_interest, establishment"
Barry's Boston Back Bay,"455 Stuart St, Boston, MA 02116, USA",42.3483778,-71.0769751,$230,https://maps.google.com/?cid=457124397576304088&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, health, sports_activity_location, point_of_interest, establishment"
Planet Fitness,"361 Newbury St, Boston, MA 02115, USA",42.34833,-71.08763,$25,https://maps.google.com/?cid=8911080601962253387&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, fitness_center, tanning_studio, spa, health, sports_activity_location, point_of_interest, service, establishment"
TITLE Boxing Club Boston Newbury Street,"338 Newbury St, Boston, MA 02115, USA",42.3482383,-71.086611,$129,https://maps.google.com/?cid=1776715271811298422&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, sports_coaching, sports_complex, sports_school, health, sports_activity_location, point_of_interest, establishment"
Pure Barre,"350 Newbury St, Boston, MA 02115, USA",42.3481347,-71.0871198,$159,https://maps.google.com/?cid=7200462042223947196&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, health, sports_activity_location, point_of_interest, establishment"
Equinox Dartmouth,"131 Dartmouth St, Boston, MA 02116, USA",42.3470414,-71.0753582,$275,https://maps.google.com/?cid=3290510385774558600&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, yoga_studio, fitness_center, sports_complex, sports_school, health, sports_activity_location, point_of_interest, establishment"
Down Under School of Yoga - Boston Back Bay,"1112 Boylston St, Boston, MA 02215, USA",42.3468412,-71.088715,$179,https://maps.google.com/?cid=17643020613371443388&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"yoga_studio, fitness_center, massage_spa, gym, massage, sports_complex, spa, sports_school, health, sports_activity_location, point_of_interest, service, establishment"
The Handle Bar | South End Location,"310 Harrison Ave, Boston, MA 02118, USA",42.3460149,-71.0630701,$159,https://maps.google.com/?cid=18337975021403511426&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, sports_school, gym, sports_complex, sports_activity_location, point_of_interest, health, establishment"
SWETSTUDIO,"480 Tremont St, Boston, MA 02116, USA",42.3459922,-71.0690559,$140,https://maps.google.com/?cid=2394416052252885580&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"yoga_studio, fitness_center, gym, sports_complex, sports_school, health, sports_activity_location, point_of_interest, establishment"
Down Under School of Yoga - Brookline,"1054 Beacon St, Brookline, MA 02446, USA",42.3458042,-71.1091513,$179,https://maps.google.com/?cid=3908955527757941927&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"yoga_studio, fitness_center, gym, sports_school, sports_complex, sports_activity_location, health, point_of_interest, establishment"
[solidcore] South End,"345 Harrison Ave, Boston, MA 02118, USA",42.345237,-71.0647471,$288,https://maps.google.com/?cid=6760700431407996461&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, sports_school, gym, sports_complex, sports_activity_location, point_of_interest, health, establishment"
Down Under School of Yoga - Boston South End,"505 Tremont St, Boston, MA 02116, USA",42.3450736,-71.0704345,$179,https://maps.google.com/?cid=12739626444618811177&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"yoga_studio, fitness_center, gym, sports_complex, sports_school, health, sports_activity_location, point_of_interest, establishment"
[solidcore] Fenway,"94 Van Ness St, Boston, MA 02215, USA",42.3447894,-71.0997965,$288,https://maps.google.com/?cid=12975933985343428045&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, fitness_center, sports_school, sports_complex, sports_activity_location, health, service, point_of_interest, establishment"
CorePower Yoga - Fenway,"1282 Boylston St, Boston, MA 02215, USA",42.3446273,-71.0968911,$189,https://maps.google.com/?cid=12709261615883797917&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"yoga_studio, fitness_center, gym, sports_complex, sports_school, health, sports_activity_location, point_of_interest, establishment"
CorePower Yoga - Ink Block,"36 Traveler St Unit 1, Boston, MA 02118, USA",42.3444761,-71.0631752,$189,https://maps.google.com/?cid=1236037915381135088&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"yoga_studio, fitness_center, sports_school, gym, sports_complex, sports_activity_location, point_of_interest, health, establishment"
Healthworks Coolidge Corner,"325 Harvard St, Brookline, MA 02446, USA",42.3437032,-71.1235431,N/A,https://maps.google.com/?cid=11106280133138455411&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, yoga_studio, sauna, public_bath, gym, sports_school, massage_spa, massage, spa, sports_complex, sports_activity_location, health, service, point_of_interest, establishment"
Epoc Studios,"1250 Washington St, Boston, MA 02118, USA",42.3423694,-71.0673522,$208,https://maps.google.com/?cid=16532342647997389216&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, health, sports_activity_location, point_of_interest, establishment"
TRAIN Fitness Studio,"637 Tremont St, Boston, MA 02118, USA",42.3423641,-71.0750912,personal,https://maps.google.com/?cid=593335864122416549&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"yoga_studio, fitness_center, gym, sports_complex, consultant, sports_school, health, sports_activity_location, point_of_interest, service, establishment"
Boston Yoga Union - Coolidge,"1297 Beacon St, Brookline, MA 02446, USA",42.3422118,-71.1200599,$159,https://maps.google.com/?cid=5931494662933212510&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"yoga_studio, fitness_center, gym, sports_complex, sports_school, health, massage, sports_activity_location, point_of_interest, service, establishment"
True Fitness,"69 A St, South Boston, MA 02127, USA",42.3419807,-71.0548436,$99,https://maps.google.com/?cid=15154387456705624799&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, sports_activity_location, health, point_of_interest, establishment"
The Handle Bar HEAT | South Boston Location,"141 Dorchester Ave, Boston, MA 02127, USA",42.3419516,-71.0574969,$159,https://maps.google.com/?cid=7561048498010536739&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, sports_activity_location, health, point_of_interest, establishment"
BURN Fitness Studios,"547 Columbus Ave, Boston, MA 02118, USA",42.3416134,-71.0808944,personal,https://maps.google.com/?cid=18161531337184757107&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, yoga_studio, fitness_center, sports_complex, sports_school, sports_activity_location, health, service, point_of_interest, establishment"
Beacon Hill Athletic Clubs,"1686 Commonwealth Ave, Brighton, MA 02135, USA",42.3413677,-71.1459606,$79,https://maps.google.com/?cid=17337102590090060629&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, health, sports_activity_location, point_of_interest, service, establishment"
YMCA of Greater Boston - Huntington Ave,"316 Huntington Ave, Boston, MA 02115, USA",42.3409096,-71.087034,community center,https://maps.google.com/?cid=239950314343470031&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"non_profit_organization, fitness_center, swimming_pool, gym, sports_activity_location, association_or_organization, health, service, point_of_interest, establishment"
SoWa Health + Wellness,"560 Harrison Ave, Boston, MA 02118, USA",42.3405485,-71.0671673,$190,https://maps.google.com/?cid=6843242219790500374&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, health, sports_activity_location, point_of_interest, service, establishment"
Marino Recreation Center,"369 Huntington Ave, Boston, MA 02115, USA",42.3401925,-71.0903077,University,https://maps.google.com/?cid=987604917792177505&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, sports_activity_location, health, point_of_interest, establishment"
barre3,"1624 Beacon St, Brookline, MA 02446, USA",42.3397494,-71.1352961,$199,https://maps.google.com/?cid=717458047061701234&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, sports_activity_location, point_of_interest, health, establishment"
Studio78 - K Street,"60 K St, Boston, MA 02127, USA",42.3395123,-71.0373801,$200,https://maps.google.com/?cid=5677046301405180929&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, sports_activity_location, health, point_of_interest, establishment"
B3 Fitness,"778 Tremont St, Boston, MA 02118, USA",42.3393352,-71.0798886,personal,https://maps.google.com/?cid=12690080753813264903&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, sports_activity_location, health, service, point_of_interest, establishment"
Ethos Fitness + Performance,"46 Wareham St Unit 1A, Boston, MA 02118, USA",42.3392253,-71.0672351,personal,https://maps.google.com/?cid=4402705206417093995&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, health, sports_activity_location, point_of_interest, service, establishment"
Lifted Fitness + Performance Boston,"72 K St, South Boston, MA 02127, USA",42.3390673,-71.0372985,$259,https://maps.google.com/?cid=14640260348152593343&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, sports_activity_location, health, point_of_interest, service, establishment"
BodyScapes Fitness Longwood,"77 Avenue Louis Pasteur, Boston, MA 02115, USA",42.338971,-71.1036593,N/A,https://maps.google.com/?cid=11895651959413351797&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, sports_activity_location, health, service, point_of_interest, establishment"
Regan's Motivated Fitness,"315 W Broadway, Boston, MA 02127, USA",42.3384242,-71.050479,$60,https://maps.google.com/?cid=3386350907619189898&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"yoga_studio, fitness_center, gym, sports_complex, sports_school, sports_activity_location, health, point_of_interest, service, establishment"
"Mass Underground, LLC","550 E 1st St, Boston, MA 02127, USA",42.3383903,-71.0379837,$149,https://maps.google.com/?cid=17600923515923947775&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, fitness_center, sports_activity_location, health, point_of_interest, establishment"
Quin Pilates,"840 Summer St #306, Boston, MA 02127, USA",42.3379011,-71.0350201,$310,https://maps.google.com/?cid=13375757583307639652&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, sports_complex, sports_school, sports_activity_location, health, point_of_interest, establishment"
Radiant Yoga Boston,"840 Summer St, Boston, MA 02127, USA",42.3378974,-71.0350153,$175,https://maps.google.com/?cid=2855893642585959031&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"yoga_studio, fitness_center, gym, sports_complex, sports_school, sports_activity_location, health, point_of_interest, establishment"
Endurance Pilates and Yoga,"1636 Washington St, Boston, MA 02118, USA",42.3378871,-71.074648,$390,https://maps.google.com/?cid=8457732174085906144&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"wellness_center, yoga_studio, fitness_center, gym, sports_complex, sports_school, sports_activity_location, health, school, educational_institution, service, point_of_interest, establishment"
MYSTRYDE Athletic Club South Boston,"850 Summer St, Boston, MA 02127, USA",42.3375854,-71.0353174,$196,https://maps.google.com/?cid=17431184483393179121&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, sporting_goods_store, sports_activity_location, health, store, sports_club, point_of_interest, association_or_organization, service, establishment"
Margot Connell Recreation Center,"Edmonds Hall, 200 St Thomas More Rd, Boston, MA 02135, USA",42.3373247,-71.1645943,University,https://maps.google.com/?cid=2288560903244475642&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, sports_activity_location, health, point_of_interest, establishment"
Evolve Power Yoga,"416 W Broadway Suite 201b, Boston, MA 02127, USA",42.3369817,-71.0473248,$120,https://maps.google.com/?cid=11529004418440637278&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"yoga_studio, fitness_center, sports_complex, gym, sports_activity_location, sports_school, health, point_of_interest, establishment"
Barre Groove,"416 W Broadway Suite 202, Boston, MA 02127, USA",42.3369792,-71.0473196,$140,https://maps.google.com/?cid=1767794354253497396&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, sports_complex, gym, sports_activity_location, sports_school, health, point_of_interest, establishment"
B/SPOKE South Boston,"54 Old Colony Ave 3rd Floor, Boston, MA 02127, USA",42.336634,-71.0558346,$168,https://maps.google.com/?cid=9028042861851765316&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, yoga_studio, sauna, gym, sports_complex, spa, public_bath, sports_school, health, sports_activity_location, point_of_interest, service, establishment"
btone FITNESS Southie,"423 W Broadway, South Boston, MA 02127, USA",42.3365604,-71.047546,$179,https://maps.google.com/?cid=2198251596517764722&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, sports_complex, gym, sports_activity_location, sports_school, health, point_of_interest, establishment"
East Side Yoga and Fitness,"584 E Broadway, Boston, MA 02127, USA",42.3356724,-71.0408556,$190,https://maps.google.com/?cid=8432269190269991221&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"yoga_studio, fitness_center, gym, sports_complex, sports_school, sports_activity_location, health, point_of_interest, service, establishment"
Power Rowing,"62 Harvard St unit b, Brookline, MA 02445, USA",42.335106,-71.119925,$175,https://maps.google.com/?cid=3250597859294065951&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, sports_activity_location, point_of_interest, health, establishment"
CrossFit Southie,"383 Dorchester Ave Front, Boston, MA 02127, USA",42.3349197,-71.0576676,$149,https://maps.google.com/?cid=15290459857191711198&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, fitness_center, health, sports_activity_location, point_of_interest, service, establishment"
Pure Barre,"39 Harvard St, Brookline, MA 02445, USA",42.3346202,-71.1188944,$159,https://maps.google.com/?cid=518766542216750853&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, sports_activity_location, point_of_interest, health, establishment"
Baptiste Power Yoga Boston,"25 Harvard St, Brookline, MA 02445, USA",42.3341487,-71.1188039,$155,https://maps.google.com/?cid=5417772047051418736&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"yoga_studio, fitness_center, gym, sports_complex, sports_activity_location, sports_school, point_of_interest, health, establishment"
R3VIVE Fitness,"435 Melnea Cass Blvd, Boston, MA 02119, USA",42.3340132,-71.0821206,N/A,https://maps.google.com/?cid=11998534624497058821&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, sports_activity_location, health, point_of_interest, establishment"
South End Fitness Center,"785 Albany St 4th floor, Boston, MA 02118, USA",42.3333574,-71.0742098,community center,https://maps.google.com/?cid=237319160478327428&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, sports_activity_location, health, point_of_interest, establishment"
Beacon Hill Athletic Clubs,"279 Washington St, Brookline, MA 02445, USA",42.3332585,-71.1190133,$79,https://maps.google.com/?cid=14434277686199356831&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, sports_activity_location, point_of_interest, health, establishment"
Mission Hill Yoga,"1467 Tremont St, Boston, MA 02120, USA",42.332077,-71.097907,$125,https://maps.google.com/?cid=16164605630588485833&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"yoga_studio, fitness_center, gym, sports_complex, sports_school, sports_activity_location, health, point_of_interest, establishment"
Reggie Lewis Track and Athletic Center,"1350 Tremont St, Boston, MA 02120, USA",42.3320087,-71.0929599,University,https://maps.google.com/?cid=3760529992068852936&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, sports_club, event_venue, sports_activity_location, association_or_organization, health, point_of_interest, establishment"
Brookline High School Tappan Street Gym,"66 Tappan St, Brookline, MA 02445, USA",42.3319563,-71.1287013,community center,https://maps.google.com/?cid=8639313165039385746&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, sports_activity_location, point_of_interest, health, establishment"
F45 Training Southie,"235 Old Colony Ave, South Boston, MA 02127, USA",42.3318978,-71.0535887,$170,https://maps.google.com/?cid=4052486639074495110&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, health, sports_activity_location, point_of_interest, establishment"
Core Pilates & Pelvic Floor Health,"Washington St, Brookline, MA 02446, USA",42.3305098,-71.1256821,personal,https://maps.google.com/?cid=11802148592347323124&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, sports_complex, sports_school, health, sports_activity_location, point_of_interest, establishment"
Fitness Together,"796 Beacon St, Newton, MA 02459, USA",42.3300986,-71.1934279,personal,https://maps.google.com/?cid=871545605088666600&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, health, sports_activity_location, point_of_interest, service, establishment"
JET Boston (Roxbury),"10 Taber St #1c, Boston, MA 02119, USA",42.3298938,-71.0831294,personal,https://maps.google.com/?cid=14149737189589770519&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"wellness_center, yoga_studio, fitness_center, gym, sports_complex, sports_school, health, sports_coaching, sports_activity_location, point_of_interest, service, establishment"
Pure Barre,"1300 Centre St, Newton, MA 02459, USA",42.3290782,-71.1946479,$159,https://maps.google.com/?cid=7740479721148167665&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, gym, health, sports_activity_location, point_of_interest, establishment"
1 More Rep Athletics,"14-16 Partridge Pl, Boston, MA 02119, USA",42.324228,-71.0751365,$120,https://maps.google.com/?cid=6665545940800278139&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, health, sports_activity_location, point_of_interest, establishment"
Barry's Chestnut Hill,"55 Boylston St #5568, Chestnut Hill, MA 02467, USA",42.3225197,-71.1704905,$230,https://maps.google.com/?cid=5640108455219277292&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, health, sports_activity_location, point_of_interest, establishment"
IgniteFitnessDevelopment,"342 Centre St, Jamaica Plain, MA 02130, USA",42.3224267,-71.1068816,personal,https://maps.google.com/?cid=17713070455160086591&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, health, sports_activity_location, point_of_interest, establishment"
Boston College Brookline Gym,"2-44 Woodland Rd, Chestnut Hill, MA 02467, USA",42.3209061,-71.1579041,University,https://maps.google.com/?cid=18317727261833699980&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, health, sports_activity_location, point_of_interest, establishment"
Equinox Chestnut Hill,"200 Boylston St, Chestnut Hill, MA 02467, USA",42.3188954,-71.1751192,$275,https://maps.google.com/?cid=11304139276116216375&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, yoga_studio, fitness_center, sports_complex, spa, sports_school, health, sports_activity_location, point_of_interest, service, establishment"
Life Time,"300 Boylston St, Chestnut Hill, MA 02467, USA",42.3185796,-71.179849,$289,https://maps.google.com/?cid=15879360339246876113&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, yoga_studio, fitness_center, sports_complex, sports_school, health, sports_activity_location, point_of_interest, service, establishment"
Roxbury YMCA,"285 M.L.K. Jr Blvd, Roxbury, MA 02119, USA",42.3179184,-71.0825693,community center,https://maps.google.com/?cid=17343697002857679009&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, swimming_pool, community_center, non_profit_organization, gym, sports_activity_location, child_care_agency, event_venue, association_or_organization, health, point_of_interest, service, establishment"
Gymaica Personal Trainers,"2 Porter St, Jamaica Plain, MA 02130, USA",42.3160737,-71.1034773,personal,https://maps.google.com/?cid=3747231358540825757&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"fitness_center, spa, clothing_store, gym, sports_activity_location, store, health, point_of_interest, service, establishment"
Mike's Fitness JP,"284 Amory St #2, Jamaica Plain, MA 02130, USA",42.3145167,-71.1038972,$69,https://maps.google.com/?cid=8995752054178691382&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, fitness_center, sports_activity_location, health, point_of_interest, establishment"
Egleston YMCA,"3134 Washington St, Roxbury, MA 02119, USA",42.3142177,-71.0993934,YMCA,https://maps.google.com/?cid=18215954834683543923&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"non_profit_organization, gym, sports_activity_location, association_or_organization, health, point_of_interest, service, establishment"
Blissful Monkey Yoga Studio,"663 Centre St, Boston, MA 02130, USA",42.3126581,-71.1142503,$119,https://maps.google.com/?cid=16563225828628020473&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"yoga_studio, fitness_center, sports_complex, gym, sports_activity_location, sports_school, health, point_of_interest, establishment"
UMass Boston Beacon Fitness Center,"McCormack Hall, University Dr S, Dorchester, MA 02125, USA",42.312509,-71.0397099,University,https://maps.google.com/?cid=7221658405059968993&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"gym, sports_activity_location, health, point_of_interest, establishment"
